country_code,shop_id,shop_name,shop_slug,shop_is_official,shop_rating_star,shop_follower_count,shop_item_count,item_id,product_name,url,image_url,brand,price,price_original,discount_percent,rating,rating_count,monthly_sold_value,history_sold_value,liked_count,is_ad,is_sold_out,catid,global_category_leaf,global_category_path,shop_category_ids,shop_category_path,date
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,23818940306,Alara Cosmetic Nourishing Balm | Perawatan Kulit |Memudarkan Bekas Luka|Menangani Permasalahan Kulit,https://shopee.co.id/product/187405886/23818940306,https://down-id.img.susercontent.com/file/id-11134207-7r98p-luk1yxzz716k50,Alara,87045.96448748485,95000,8.372668960542264,4.771842943049169,2897,1.0,6000.0,1684,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,106309332; 129790326,On Sale / Kesehatan Bayi,2026-07-01
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,23818940306,Alara Cosmetic Nourishing Balm | Perawatan Kulit |Memudarkan Bekas Luka|Menangani Permasalahan Kulit,https://shopee.co.id/product/187405886/23818940306,https://down-id.img.susercontent.com/file/id-11134207-7r98p-luk1yxzz716k50,Alara,88543.80207631909,95000,6.795997814400959,4.771923620933522,2898,1.0,6000.0,1683,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,106309332; 129790326,On Sale / Kesehatan Bayi,2026-07-02
id,187405886,Alara Cosmetic Official Store,alaracosmetic.official,True,4.787985,6763,7,23818940306,Alara Cosmetic Nourishing Balm | Perawatan Kulit |Memudarkan Bekas Luka|Menangani Permasalahan Kulit,https://shopee.co.id/product/187405886/23818940306,https://down-id.img.susercontent.com/file/id-11134207-7r98p-luk1yxzz716k50,Alara,87577.1690923885,95000,7.813506218538416,4.771923620933522,2898,1.0,6000.0,1682,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,106309332; 129790326,On Sale / Kesehatan Bayi,2026-07-03
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,25539531222,Paket Bundling Alara Whitening Lotion & Alara Nourishing Balm,https://shopee.co.id/product/187405886/25539531222,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m3vrn3yni2c87d,ALARA COSMETICS,253187.8906969879,280000,9.575753322504319,5.0,5,,22.0,24,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",,,2026-07-01
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,25539531222,Paket Bundling Alara Whitening Lotion & Alara Nourishing Balm,https://shopee.co.id/product/187405886/25539531222,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m3vrn3yni2c87d,ALARA COSMETICS,252689.19605004648,280000,9.753858553554824,5.0,5,,22.0,24,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",,,2026-07-02
id,187405886,Alara Cosmetic Official Store,alaracosmetic.official,True,4.787985,6763,7,25539531222,Paket Bundling Alara Whitening Lotion & Alara Nourishing Balm,https://shopee.co.id/product/187405886/25539531222,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m3vrn3yni2c87d,ALARA COSMETICS,244075.99352227832,280000,12.83000231347202,5.0,5,,22.0,24,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",,,2026-07-03
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,26356380661,"ALARA Whitening + Vitamin E , Tone Up Booster, Pencerah Tubuh, Anti Kusam, Anti Air BPOM",https://shopee.co.id/product/187405886/26356380661,https://down-id.img.susercontent.com/file/id-11134207-7rasc-m33sckxz2aeh27,ALARA COSMETICS,152247.3338078917,174000,12.501532294315126,4.676691729323308,266,12.0,776.0,626,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-01
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,26356380661,"ALARA Whitening + Vitamin E , Tone Up Booster, Pencerah Tubuh, Anti Kusam, Anti Air BPOM",https://shopee.co.id/product/187405886/26356380661,https://down-id.img.susercontent.com/file/id-11134207-7rasc-m33sckxz2aeh27,ALARA COSMETICS,157351.37020072326,174000,9.568178045561352,4.676691729323308,266,11.0,777.0,626,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-02
id,187405886,Alara Cosmetic Official Store,alaracosmetic.official,True,4.787985,6763,7,26356380661,"ALARA Whitening + Vitamin E , Tone Up Booster, Pencerah Tubuh, Anti Kusam, Anti Air BPOM",https://shopee.co.id/product/187405886/26356380661,https://down-id.img.susercontent.com/file/id-11134207-7rasc-m33sckxz2aeh27,ALARA COSMETICS,150585.38812568138,174000,13.456673490987715,4.676691729323308,266,11.0,777.0,626,False,False,100630,Beauty,"Beauty / Perawatan Mandi & Tubuh / Body Cream, Lotion & Butter",106309332,On Sale,2026-07-03
id,187405886,Alara Cosmetic Official Store,alaracosmetic-official,True,4.787985,6763,7,26558855879,"Alodie Nourishing Balm | Solusi Kulit Bayi Sensitif, Kering , Mudah Iritasi, Eksim, Ruam, dan Gatal",https://shopee.co.id/product/187405886/26558855879,https://down-id.img.susercontent.com/file/id-11134207-7r991-lz9w68xakh5qb1,ALODIE,92919.05232794519,99000,6.142371385913958,4.709090909090909,55,,147.0,18,False,False,100632,Mom & Baby,Mom & Baby / Baby Healthcare / Baby Skincare / Lotion & Creams,129790326,Kesehatan Bayi,2026-07-01
