shop_id,shop_category_id,display_name,total,is_parent_category,is_sub_category,parent_shop_category_id,image,category_type,country_code,date
1112776376,258324793,Bright Me Up ! Sunscreen SPF 40 PA ++++,5,True,False,,mms@id-11134204-7rbk7-ma87kkyvsrm5d3,1,id,2026-07-01
1112776376,257288356,Special Day Banting Harga ✨💵,8,True,False,,sg-11134201-824g5-mpemqbn9sq3264,1,id,2026-07-01
1112776376,256367789,Best Selling - Tone Up Cream💗,2,True,False,,mms@id-11134204-7rasi-m5u79yv2rezh5c,1,id,2026-07-01
1112776376,255242476,Calming Agent,3,True,False,,id-11134207-81ztg-mfhp9a54u42369,1,id,2026-07-01
1112776376,258324793,Bright Me Up ! Sunscreen SPF 40 PA ++++,5,True,False,,mms@id-11134204-7rbk7-ma87kkyvsrm5d3,1,id,2026-07-02
1112776376,257288356,Special Day Banting Harga ✨💵,8,True,False,,sg-11134201-824g5-mpemqbn9sq3264,1,id,2026-07-02
1112776376,256367789,Best Selling - Tone Up Cream💗,2,True,False,,mms@id-11134204-7rasi-m5u79yv2rezh5c,1,id,2026-07-02
1112776376,255242476,Calming Agent,3,True,False,,id-11134207-81ztg-mfhp9a54u42369,1,id,2026-07-02
1112776376,258324793,Bright Me Up ! Sunscreen SPF 40 PA ++++,5,True,False,,mms@id-11134204-7rbk7-ma87kkyvsrm5d3,1,id,2026-07-03
1112776376,257288356,Special Day Banting Harga ✨💵,8,True,False,,sg-11134201-824g5-mpemqbn9sq3264,1,id,2026-07-03
1112776376,256367789,Best Selling - Tone Up Cream💗,2,True,False,,mms@id-11134204-7rasi-m5u79yv2rezh5c,1,id,2026-07-03
1112776376,255242476,Calming Agent,3,True,False,,id-11134207-81ztg-mfhp9a54u42369,1,id,2026-07-03
1368540320,262782016,New Launch,7,True,False,,mms@id-11134204-81ztk-mq2tzkytnuo2a1,1,id,2026-07-01
1368540320,258485608,Produk Terlaris,8,True,False,,mms@id-11134204-8224r-mk0oexabl893be,1,id,2026-07-01
1368540320,258530308,Peeling Serum,3,True,False,,mms@id-11134204-81ztk-mq2tzkyti8ea3f,1,id,2026-07-01
1368540320,266725540,Ginger Hair Care Serum,3,True,False,,mms@id-11134204-81ztm-mq2tzkytgttu76,1,id,2026-07-01
1368540320,262780771,Paket Perawatan Kulit,8,True,False,,mms@id-11134204-822wn-mpj2irgw68ek07,1,id,2026-07-01
1368540320,262779957,Skin Care,9,True,False,,mms@id-11134204-81ztn-mq2tzkytmg3mbb,1,id,2026-07-01
1368540320,262781097,Hair Care,4,True,False,,mms@id-11134204-81ztc-mq2tzkytl1j61f,1,id,2026-07-01
1368540320,262780833,Hair Mask,4,True,False,,id-11134207-8224s-mjezy9r1gwzrcf,1,id,2026-07-01
1368540320,262782016,New Launch,7,True,False,,mms@id-11134204-81ztk-mq2tzkytnuo2a1,1,id,2026-07-02
1368540320,258485608,Produk Terlaris,8,True,False,,mms@id-11134204-8224r-mk0oexabl893be,1,id,2026-07-02
1368540320,258530308,Peeling Serum,3,True,False,,mms@id-11134204-81ztk-mq2tzkyti8ea3f,1,id,2026-07-02
1368540320,266725540,Ginger Hair Care Serum,3,True,False,,mms@id-11134204-81ztm-mq2tzkytgttu76,1,id,2026-07-02
1368540320,262780771,Paket Perawatan Kulit,8,True,False,,mms@id-11134204-822wn-mpj2irgw68ek07,1,id,2026-07-02
1368540320,262779957,Skin Care,9,True,False,,mms@id-11134204-81ztn-mq2tzkytmg3mbb,1,id,2026-07-02
1368540320,262781097,Hair Care,4,True,False,,mms@id-11134204-81ztc-mq2tzkytl1j61f,1,id,2026-07-02
1368540320,262780833,Hair Mask,4,True,False,,id-11134207-8224s-mjezy9r1gwzrcf,1,id,2026-07-02
1368540320,262782016,New Launch,7,True,False,,mms@id-11134204-81ztk-mq2tzkytnuo2a1,1,id,2026-07-03
1368540320,258485608,Produk Terlaris,8,True,False,,mms@id-11134204-8224r-mk0oexabl893be,1,id,2026-07-03
1368540320,258530308,Peeling Serum,3,True,False,,mms@id-11134204-81ztk-mq2tzkyti8ea3f,1,id,2026-07-03
1368540320,266725540,Ginger Hair Care Serum,3,True,False,,mms@id-11134204-81ztm-mq2tzkytgttu76,1,id,2026-07-03
1368540320,262780771,Paket Perawatan Kulit,8,True,False,,mms@id-11134204-822wn-mpj2irgw68ek07,1,id,2026-07-03
1368540320,262779957,Skin Care,9,True,False,,mms@id-11134204-81ztn-mq2tzkytmg3mbb,1,id,2026-07-03
1368540320,262781097,Hair Care,4,True,False,,mms@id-11134204-81ztc-mq2tzkytl1j61f,1,id,2026-07-03
1368540320,262780833,Hair Mask,4,True,False,,id-11134207-8224s-mjezy9r1gwzrcf,1,id,2026-07-03
1379527329,256769111,Masker Wajah,8,True,False,,mms@id-11134204-7rbk3-m7bwtv64iyl178,8,id,2026-07-01
1379527329,256769110,Paket & Set Kecantikan,1,True,False,,mms@id-11134204-7rbke-m7bwtv64lrpx52,8,id,2026-07-01
1379527329,256769113,Serum & Essence Wajah,1,True,False,,mms@id-11134204-7rbk3-m7bwtv64n6ad3c,8,id,2026-07-01
1379527329,256769114,Toner,2,True,False,,mms@id-11134204-7rbke-m7bwtv64okut9d,8,id,2026-07-01
1379527329,256769111,Masker Wajah,8,True,False,,mms@id-11134204-7rbk3-m7bwtv64iyl178,8,id,2026-07-02
1379527329,256769110,Paket & Set Kecantikan,1,True,False,,mms@id-11134204-7rbke-m7bwtv64lrpx52,8,id,2026-07-02
1379527329,256769113,Serum & Essence Wajah,1,True,False,,mms@id-11134204-7rbk3-m7bwtv64n6ad3c,8,id,2026-07-02
1379527329,256769114,Toner,2,True,False,,mms@id-11134204-7rbke-m7bwtv64okut9d,8,id,2026-07-02
1379527329,256769111,Masker Wajah,8,True,False,,mms@id-11134204-7rbk3-m7bwtv64iyl178,8,id,2026-07-03
1379527329,256769110,Paket & Set Kecantikan,2,True,False,,mms@id-11134204-7rbke-m7bwtv64lrpx52,8,id,2026-07-03
1379527329,256769113,Serum & Essence Wajah,1,True,False,,mms@id-11134204-7rbk3-m7bwtv64n6ad3c,8,id,2026-07-03
1379527329,256769114,Toner,2,True,False,,mms@id-11134204-7rbke-m7bwtv64okut9d,8,id,2026-07-03
187405886,129790326,Kesehatan Bayi,3,True,False,,id-11134207-7r98p-luk1yxzz716k50,2,id,2026-07-01
187405886,106309332,On Sale,5,True,False,,id-11134207-7r98p-luk1yxzz716k50,5,id,2026-07-01
187405886,129790326,Kesehatan Bayi,3,True,False,,id-11134207-7r98p-luk1yxzz716k50,2,id,2026-07-02
187405886,106309332,On Sale,5,True,False,,id-11134207-7r98p-luk1yxzz716k50,5,id,2026-07-02
187405886,129790326,Kesehatan Bayi,3,True,False,,id-11134207-7r98p-luk1yxzz716k50,2,id,2026-07-03
187405886,106309332,On Sale,5,True,False,,id-11134207-7r98p-luk1yxzz716k50,5,id,2026-07-03
200048291,37805375,PROMO ❗,7,True,False,,id-11134207-822wg-mm8k8nxn45j897,5,id,2026-07-01
200048291,246753392,PROMO BUY MORE SAVE MORE,3,True,False,,mms@id-11134204-7rbke-m9h3f0ar9nh9f9,1,id,2026-07-01
200048291,246753422,SKINCARE,4,True,False,,mms@id-11134204-7rbk6-m9h3f0ar88wt11,1,id,2026-07-01
200048291,249753876,LIPSCREEN,3,True,False,,mms@id-11134204-7r98v-lr6sqq1f9jyh14,1,id,2026-07-01
200048291,246753101,BODY LOTION,1,True,False,,mms@id-11134204-7rbk3-m9h3f0ar6ucda9,1,id,2026-07-01
200048291,246753329,Bundle,8,True,False,,mms@id-11134204-7rasa-m1fdt5o68u7725,1,id,2026-07-01
200048291,37805375,PROMO ❗,7,True,False,,id-11134207-822wg-mm8k8nxn45j897,5,id,2026-07-02
200048291,246753392,PROMO BUY MORE SAVE MORE,3,True,False,,mms@id-11134204-7rbke-m9h3f0ar9nh9f9,1,id,2026-07-02
200048291,246753422,SKINCARE,4,True,False,,mms@id-11134204-7rbk6-m9h3f0ar88wt11,1,id,2026-07-02
200048291,249753876,LIPSCREEN,3,True,False,,mms@id-11134204-7r98v-lr6sqq1f9jyh14,1,id,2026-07-02
200048291,246753101,BODY LOTION,1,True,False,,mms@id-11134204-7rbk3-m9h3f0ar6ucda9,1,id,2026-07-02
200048291,246753329,Bundle,8,True,False,,mms@id-11134204-7rasa-m1fdt5o68u7725,1,id,2026-07-02
200048291,37805375,PROMO ❗,7,True,False,,id-11134207-822wg-mm8k8nxn45j897,5,id,2026-07-03
200048291,246753392,PROMO BUY MORE SAVE MORE,2,True,False,,mms@id-11134204-7rbke-m9h3f0ar9nh9f9,1,id,2026-07-03
200048291,246753422,SKINCARE,4,True,False,,mms@id-11134204-7rbk6-m9h3f0ar88wt11,1,id,2026-07-03
200048291,249753876,LIPSCREEN,3,True,False,,mms@id-11134204-7r98v-lr6sqq1f9jyh14,1,id,2026-07-03
200048291,246753101,BODY LOTION,1,True,False,,mms@id-11134204-7rbk3-m9h3f0ar6ucda9,1,id,2026-07-03
200048291,246753329,Bundle,8,True,False,,mms@id-11134204-7rasa-m1fdt5o68u7725,1,id,2026-07-03
430940247,259141296,Hair And Body Mist,3,True,False,,sg-11134201-824ia-mpib7ymklr0tc6,1,id,2026-07-01
430940247,257516849,Skincare Wajah,3,True,False,,id-11134207-8224s-mgj5slckn40d65,1,id,2026-07-01
430940247,257288224,Lotion,3,True,False,,id-11134207-8224q-mg4v9420ms5p76,1,id,2026-07-01
430940247,257288198,Paket Bundling,10,True,False,,id-11134207-82251-mgg33tmpaqz109,1,id,2026-07-01
430940247,257288159,Serum Wajah,3,True,False,,id-11134207-822wj-mlcvd9l7oe0yc6,1,id,2026-07-01
430940247,248170705,Perawatan Tubuh,1,True,False,,mms@id-11134204-7r98t-lo982ohkbzfoe1,1,id,2026-07-01
430940247,259141296,Hair And Body Mist,3,True,False,,sg-11134201-824ia-mpib7ymklr0tc6,1,id,2026-07-02
430940247,257516849,Skincare Wajah,3,True,False,,id-11134207-8224s-mgj5slckn40d65,1,id,2026-07-02
430940247,257288224,Lotion,3,True,False,,id-11134207-8224q-mg4v9420ms5p76,1,id,2026-07-02
430940247,257288198,Paket Bundling,10,True,False,,id-11134207-82251-mgg33tmpaqz109,1,id,2026-07-02
430940247,257288159,Serum Wajah,3,True,False,,id-11134207-822wj-mlcvd9l7oe0yc6,1,id,2026-07-02
430940247,248170705,Perawatan Tubuh,1,True,False,,mms@id-11134204-7r98t-lo982ohkbzfoe1,1,id,2026-07-02
430940247,259141296,Hair And Body Mist,3,True,False,,sg-11134201-824ia-mpib7ymklr0tc6,1,id,2026-07-03
430940247,257516849,Skincare Wajah,3,True,False,,id-11134207-8224s-mgj5slckn40d65,1,id,2026-07-03
430940247,257288224,Lotion,3,True,False,,id-11134207-8224q-mg4v9420ms5p76,1,id,2026-07-03
430940247,257288198,Paket Bundling,10,True,False,,id-11134207-82251-mgg33tmpaqz109,1,id,2026-07-03
430940247,257288159,Serum Wajah,3,True,False,,id-11134207-822wj-mlcvd9l7oe0yc6,1,id,2026-07-03
430940247,248170705,Perawatan Tubuh,1,True,False,,mms@id-11134204-7r98t-lo982ohkbzfoe1,1,id,2026-07-03
697604885,11043151,"Body Cream, Body Lotion & Body Butter",3,False,False,,id-11134207-822wg-mmfhbep3n6kg91,8,id,2026-07-01
697604885,11043151,"Body Cream, Body Lotion & Body Butter",3,False,False,,id-11134207-822wg-mmfhbep3n6kg91,8,id,2026-07-02
697604885,11043151,"Body Cream, Body Lotion & Body Butter",3,False,False,,id-11134207-822wg-mmfhbep3n6kg91,8,id,2026-07-03
779266191,268471877,FLAKES OFF MY CROWN SELENIUM,2,True,False,,id-11134207-822wt-mlha5gvc7i8561,1,id,2026-07-01
779266191,266741284,CALM ME SOFTLY,3,True,False,,id-11134207-82252-mjqngn10rzeod5,1,id,2026-07-01
779266191,265934881,SPECIAL DEALS,7,True,False,,id-11134207-8224v-mhtxgccfl91i30,1,id,2026-07-01
779266191,264914127,REPAIR ME NOW,3,True,False,,id-11134207-8224x-mhzw5pi7wnwiaa,1,id,2026-07-01
779266191,262924137,LET IT GLOW,14,True,False,,id-11134207-8224s-mjfd7twwm96q8a,1,id,2026-07-01
779266191,260134642,LVJ BODY SERUM TONE UP,4,True,False,,mms@id-11134204-7ra0p-mdbhrwxzqucn81,1,id,2026-07-01
779266191,260134616,LVJ HAIR FALL CARE,7,True,False,,mms@id-11134204-7ra0u-mdbhrwxzs8x30f,1,id,2026-07-01
779266191,260134144,LVJ TOP PICKS,9,True,False,,mms@id-11134204-7ra0s-mdbhrwxztnhj38,1,id,2026-07-01
779266191,260134071,LVJ HAIR ESSENTIALS SET,5,True,False,,mms@id-11134204-7ra0t-mdbhrwxzv21zb8,1,id,2026-07-01
779266191,260134019,LVJ BODY ESSENTIALS SET,4,True,False,,mms@id-11134204-7ra0o-mdbhrwxzwgmfed,1,id,2026-07-01
779266191,260133890,LVJ HAIR CARE SERIES,12,True,False,,mms@id-11134204-7ra0q-mdbhrwxzxv6vd8,1,id,2026-07-01
779266191,245872197,LVJ BODY CARE SERIES,14,True,False,,mms@id-11134204-7ra0i-mdbhrwxzz9rbc0,1,id,2026-07-01
779266191,268471877,FLAKES OFF MY CROWN SELENIUM,2,True,False,,id-11134207-822wt-mlha5gvc7i8561,1,id,2026-07-02
779266191,266741284,CALM ME SOFTLY,3,True,False,,id-11134207-82252-mjqngn10rzeod5,1,id,2026-07-02
779266191,265934881,SPECIAL DEALS,7,True,False,,id-11134207-8224v-mhtxgccfl91i30,1,id,2026-07-02
779266191,264914127,REPAIR ME NOW,3,True,False,,id-11134207-8224x-mhzw5pi7wnwiaa,1,id,2026-07-02
779266191,262924137,LET IT GLOW,14,True,False,,id-11134207-8224s-mjfd7twwm96q8a,1,id,2026-07-02
779266191,260134642,LVJ BODY SERUM TONE UP,4,True,False,,mms@id-11134204-7ra0p-mdbhrwxzqucn81,1,id,2026-07-02
779266191,260134616,LVJ HAIR FALL CARE,7,True,False,,mms@id-11134204-7ra0u-mdbhrwxzs8x30f,1,id,2026-07-02
779266191,260134144,LVJ TOP PICKS,9,True,False,,mms@id-11134204-7ra0s-mdbhrwxztnhj38,1,id,2026-07-02
779266191,260134071,LVJ HAIR ESSENTIALS SET,5,True,False,,mms@id-11134204-7ra0t-mdbhrwxzv21zb8,1,id,2026-07-02
779266191,260134019,LVJ BODY ESSENTIALS SET,4,True,False,,mms@id-11134204-7ra0o-mdbhrwxzwgmfed,1,id,2026-07-02
779266191,260133890,LVJ HAIR CARE SERIES,12,True,False,,mms@id-11134204-7ra0q-mdbhrwxzxv6vd8,1,id,2026-07-02
779266191,245872197,LVJ BODY CARE SERIES,14,True,False,,mms@id-11134204-7ra0i-mdbhrwxzz9rbc0,1,id,2026-07-02
779266191,268471877,FLAKES OFF MY CROWN SELENIUM,2,True,False,,id-11134207-822wt-mlha5gvc7i8561,1,id,2026-07-03
779266191,266741284,CALM ME SOFTLY,3,True,False,,id-11134207-82252-mjqngn10rzeod5,1,id,2026-07-03
779266191,265934881,SPECIAL DEALS,7,True,False,,id-11134207-8224v-mhtxgccfl91i30,1,id,2026-07-03
779266191,264914127,REPAIR ME NOW,3,True,False,,id-11134207-8224x-mhzw5pi7wnwiaa,1,id,2026-07-03
779266191,262924137,LET IT GLOW,14,True,False,,id-11134207-8224s-mjfd7twwm96q8a,1,id,2026-07-03
779266191,260134642,LVJ BODY SERUM TONE UP,4,True,False,,mms@id-11134204-7ra0p-mdbhrwxzqucn81,1,id,2026-07-03
779266191,260134616,LVJ HAIR FALL CARE,7,True,False,,mms@id-11134204-7ra0u-mdbhrwxzs8x30f,1,id,2026-07-03
779266191,260134144,LVJ TOP PICKS,9,True,False,,mms@id-11134204-7ra0s-mdbhrwxztnhj38,1,id,2026-07-03
779266191,260134071,LVJ HAIR ESSENTIALS SET,5,True,False,,mms@id-11134204-7ra0t-mdbhrwxzv21zb8,1,id,2026-07-03
779266191,260134019,LVJ BODY ESSENTIALS SET,4,True,False,,mms@id-11134204-7ra0o-mdbhrwxzwgmfed,1,id,2026-07-03
779266191,260133890,LVJ HAIR CARE SERIES,12,True,False,,mms@id-11134204-7ra0q-mdbhrwxzxv6vd8,1,id,2026-07-03
779266191,245872197,LVJ BODY CARE SERIES,14,True,False,,mms@id-11134204-7ra0i-mdbhrwxzz9rbc0,1,id,2026-07-03
809769142,272184674,powder&spray setting,4,True,False,,id-11134207-822wn-mprlgkpo3r4005,1,id,2026-07-01
809769142,258831358,💖NEW LAUNCH,10,True,False,,id-11134207-822wo-mprb9eo0bzeo99,9,id,2026-07-01
809769142,273791880,PERFECT BLURRING POWDER FOUNDATION  ,1,False,True,258831358.0,id-11134207-822wq-mq1q97zsvapt31,1,id,2026-07-01
809769142,272855607,SKIIN TINT,1,False,True,258831358.0,id-11134207-822wo-mprb9eo0bzeo99,1,id,2026-07-01
809769142,272855576,ALL DAY GLOW SPRAY,2,False,True,258831358.0,id-11134207-822wl-mpitzftcmqkv0d,1,id,2026-07-01
809769142,272508058,DAMASK ROSE PETAL GLOW GEL MASK,1,False,True,258831358.0,id-11134207-822wg-mp07jp32953gc3,1,id,2026-07-01
809769142,271501514,GLOWY TINT LIP BALM,1,False,True,258831358.0,id-11134207-81zto-mq2p56re603l34,1,id,2026-07-01
809769142,271131649,AIRBRUSH SETTING SPRAY,1,False,True,258831358.0,id-11134207-822wl-mpx0d7b9rkzlb1,1,id,2026-07-01
809769142,264958058,PDRN BRIGHTENING MOISTURIZER,1,False,True,258831358.0,id-11134207-822wt-mpwzcifh9a0y34,1,id,2026-07-01
809769142,270321805,PDRN BRIGHTENING SERUM,1,False,True,258831358.0,id-11134207-822wg-mpew676ts3yk00,1,id,2026-07-01
